,idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
59,59,093920,서원인텍 *,"7,360/ -20","18,600,000/ 0",0,"3,576","2,827","2,470","2,950","3,156", , , ,152,97,51,204,185, , , ,193,31,50,127,169, , , ,"2,272","1,969","1,923","2,014","2,086", , , ,623,432,391,405,367, , , ,"1,649","1,537","1,532","1,608","1,720", , , ,"1,648","1,536","1,531","1,606","1,718", , , ,93,93,93,93,93, , , ,8.57,1.48,2.55,6.44,8.26, , , ,11.86,1.92,3.15,7.97,10.08, , , ,"1,028",164,260,672,901, , , ,10.46,49.96,18.14,10.92,8.55, , , ,1.21,0.99,0.57,0.85,0.83, , , ,"18,600","18,600","18,600","18,600","18,600", , , 
60,60,067010,이씨에스 *,"8,190/ +440","12,294,000/ 0","717,512",557,619,634,704,748, , , ,26,26,14,35,48, , , ,27,29,19,39,49, , , ,528,583,596,633,673, , , ,114,150,158,185,188, , , ,414,432,438,448,485, , , ,414,432,438,448,485, , , ,38,38,38,68,68, , , ,4.64,5.31,3.19,6.28,7.52, , , ,6.59,6.97,4.33,8.72,10.53, , , ,179,197,125,276,399, , , ,14.81,12.11,17.77,14.64,17.90, , , ,0.91,0.79,0.73,1.11,1.81, , , ,"15,000","15,000","15,000","12,294","12,294", , , 
61,61,096350,대창솔루션 *,697/ -14,"163,761,009/ 0","81,630",493,428,517,652,475, , , ,-60,-80,-81,10,-112, , , ,-84,-113,-111,-48,-267, , , ,"1,465","1,373","1,513","1,565","1,246", , , ,882,811,"1,008",904,819, , , ,583,562,505,662,428, , , ,582,562,504,661,428, , , ,56,91,108,160,164, , , ,-5.57,-7.98,-7.70,-3.15,-18.97, , , ,-13.85,-19.80,-20.85,-8.25,-48.93, , , ,-135,-153,-111,-33,-165, , , ,N/A,N/A,N/A,N/A,N/A, , , ,0.45,0.38,1.62,0.93,1.77, , , ,"62,034","91,000","108,455","160,429","163,761", , , 
62,62,069920,아이에스이커머스 *,"3,545/ -85","25,826,362/ 0","735,000",786,365,349,209,294, , , ,-4,-14,-60,-47,-3, , , ,0,337,-131,-164,-97, , , ,888,970,815,790,719, , , ,423,214,191,295,314, , , ,464,756,624,495,405, , , ,350,756,624,499,410, , , ,128,128,128,128,129, , , ,0.03,36.28,-14.68,-20.50,-12.81, , , ,5.36,60.93,-18.99,-28.72,-20.91, , , ,70,"1,321",-514,-630,-368, , , ,63.07,2.80,N/A,N/A,N/A, , , ,3.22,1.25,1.57,2.12,2.33, , , ,"25,514","25,514","25,514","25,575","25,826", , , 
63,63,096610,알에프세미 *,"4,880/ -210","10,248,666/ 0","27,644",642,622,519,424,339, , , ,26,2,6,-8,-210, , , ,10,-14,2,-28,-203, , , ,901,936,"1,050","1,025",877, , , ,361,416,523,527,505, , , ,540,520,527,499,373, , , ,540,520,527,499,373, , , ,41,41,41,41,47, , , ,1.16,-1.50,0.22,-2.65,-21.35, , , ,1.94,-2.56,0.45,-5.37,-46.59, , , ,129,-167,29,-339,"-2,138", , , ,69.00,N/A,194.72,N/A,N/A, , , ,1.33,0.99,0.86,0.87,1.44, , , ,"8,121","8,121","8,121","8,121","9,495", , , 
64,64,092070,디엔에프 *,"30,200/ +300","10,761,828/ 0",50,582,744,742,588,951, , , ,121,151,148,52,118, , , ,104,132,141,22,144, , , ,939,"1,022","1,156","1,101","1,564", , , ,227,207,255,199,414, , , ,711,815,901,903,"1,150", , , ,711,815,901,903,"1,130", , , ,54,54,54,54,54, , , ,12.04,13.50,12.96,1.98,10.82, , , ,15.83,17.34,16.46,2.47,14.78, , , ,970,"1,230","1,312",207,"1,396", , , ,16.91,11.79,5.78,45.58,15.19, , , ,2.42,1.81,0.84,1.05,2.02, , , ,"10,762","10,762","10,762","10,762","10,762", , , 
65,65,094820,일진파워 *,"9,560/ -130","15,078,709/ 0","3,300","1,327","1,407","1,576","1,828","1,680", , , ,82,178,191,144,131, , , ,67,146,158,118,107, , , ,"1,147","1,156","1,354","1,483","1,580", , , ,494,377,461,523,576, , , ,653,780,894,960,"1,004", , , ,653,780,894,960,"1,004", , , ,75,75,75,75,75, , , ,6.07,12.68,12.62,8.30,6.96, , , ,10.53,20.38,18.93,12.70,10.85, , , ,442,968,"1,050",781,707, , , ,11.23,5.36,5.48,6.94,7.84, , , ,1.12,0.98,0.95,0.84,0.82, , , ,"15,079","15,079","15,079","15,079","15,079", , , 
66,66,086670,비엠티 *,"14,300/ +550","8,146,529/ 0",0,411,636,769,744,896, , , ,-12,60,82,64,67, , , ,-12,31,69,54,40, , , ,943,973,"1,100","1,175","1,479", , , ,390,397,438,471,748, , , ,553,576,662,704,732, , , ,564,587,674,703,731, , , ,41,41,41,41,41, , , ,-1.26,3.20,6.69,4.73,3.02, , , ,-1.77,5.44,11.06,7.81,5.58, , , ,-124,385,856,661,492, , , ,N/A,15.75,8.60,10.26,23.19, , , ,1.21,0.82,0.89,0.79,1.27, , , ,"8,147","8,147","8,147","8,147","8,147", , , 
67,67,095190,이엠코리아 *,"4,945/ -55","42,581,037/ 0",0,"1,026","1,046","1,075",800,768, , , ,-36,-3,-13,-115,-32, , , ,-68,-24,-27,-160,-24, , , ,"1,746","1,970","1,819","1,851","1,858", , , ,"1,153","1,189",949,"1,097","1,026", , , ,593,781,871,754,831, , , ,572,765,858,754,831, , , ,107,161,182,182,200, , , ,-3.99,-1.31,-1.44,-8.69,-1.30, , , ,-11.78,-2.81,-2.90,-19.80,-3.05, , , ,-288,-78,-65,-439,-60, , , ,N/A,N/A,N/A,N/A,N/A, , , ,1.56,1.13,2.48,2.09,2.83, , , ,"24,030","32,114","36,333","36,333","39,922", , , 
68,68,092300,현우산업 *,"5,840/ -250","15,474,878/ 0","9,792","1,191","1,274","1,478","1,685","1,529", , , ,51,60,47,51,1, , , ,28,43,62,22,11, , , ,"1,209","1,380","1,552","1,660","1,741", , , ,604,701,838,905,988, , , ,605,679,713,755,752, , , ,605,679,713,755,752, , , ,61,72,72,77,77, , , ,2.33,3.31,4.22,1.39,0.66, , , ,4.82,6.68,8.88,3.05,1.49, , , ,257,345,432,146,73, , , ,12.29,9.64,7.38,23.34,48.99, , , ,0.63,0.70,0.63,0.68,0.72, , , ,"12,124","14,317","14,317","15,303","15,406", , , 
69,69,093640,다믈멀티미디어 *,"3,710/ -125","13,140,876/ 0","810,391",257,183,111,131,89, , , ,2,-28,-26,10,1, , , ,1,-41,-36,5,-11, , , ,149,111,150,334,312, , , ,68,70,65,122,66, , , ,81,41,85,212,246, , , ,81,41,85,212,246, , , ,33,33,40,54,63, , , ,0.57,-32.03,-27.78,2.22,-3.54, , , ,1.07,-68.40,-57.58,3.61,-4.99, , , ,13,-636,-514,53,-91, , , ,474.15,N/A,N/A,67.71,N/A, , , ,4.87,7.73,4.01,1.85,1.74, , , ,"6,500","6,533","7,945","10,799","12,600", , , 
70,70,095910,에스에너지 *,"4,420/ -155","19,396,669/ 0",0,"3,046","2,251","1,655","2,169","2,548", , , ,75,82,-15,10,-59, , , ,30,-28,-124,-75,-193, , , ,"3,455","3,019","3,204","3,284","3,279", , , ,"2,518","1,999","1,974","2,099","1,877", , , ,937,"1,020","1,230","1,185","1,403", , , ,933,"1,009","1,052",990,955, , , ,58,66,67,67,74, , , ,0.95,-0.86,-3.98,-2.32,-5.89, , , ,3.09,-3.60,-12.43,-8.21,-20.55, , , ,227,-250,-905,-593,"-1,280", , , ,32.31,N/A,N/A,N/A,N/A, , , ,0.90,0.90,0.70,0.48,1.13, , , ,"12,319","13,988","14,153","14,153","15,613", , , 
71,71,081580,성우전자 *,"3,595/ -40","15,508,143/ 0",0,"1,727","1,835","1,586","1,187","1,138", , , ,83,86,67,-51,-47, , , ,125,73,88,-54,-38, , , ,"1,422","1,398","1,377","1,269","1,217", , , ,419,369,278,239,237, , , ,"1,002","1,029","1,100","1,030",980, , , ,"1,007","1,033","1,100","1,023",974, , , ,78,78,78,78,78, , , ,9.34,5.17,6.34,-4.07,-3.04, , , ,13.56,7.10,7.97,-5.59,-3.58, , , ,830,467,548,-383,-230, , , ,5.99,9.26,5.21,N/A,N/A, , , ,0.77,0.65,0.40,0.41,0.44, , , ,"15,508","15,508","15,508","15,508","15,508", , , 
72,72,073110,엘엠에스 *,"10,850/ -250","8,895,755/ 0","405,734","1,135","1,437","1,094","1,632","1,197", , , ,91,195,113,95,-125, , , ,-117,95,66,111,-185, , , ,"2,051","2,002","1,965","2,464","2,137", , , ,943,866,785,"1,220","1,135", , , ,"1,107","1,136","1,180","1,244","1,002", , , ,"1,107","1,136","1,180","1,244","1,002", , , ,45,45,45,45,45, , , ,-5.43,4.68,3.35,5.02,-8.03, , , ,-9.98,8.46,5.74,9.17,-16.44, , , ,"-1,311","1,066",747,"1,249","-2,076", , , ,N/A,8.83,8.64,14.01,N/A, , , ,0.59,0.66,0.43,1.09,0.98, , , ,"8,896","8,896","8,896","8,896","8,896", , , 
73,73,094970,제이엠티 *,"4,435/ -230","16,748,240/ 0",0,965,"1,480","1,470",833,794, , , ,8,140,133,20,108, , , ,7,78,107,10,53, , , ,570,991,888,717,"1,200", , , ,198,553,338,164,622, , , ,372,438,550,553,578, , , ,372,438,550,553,578, , , ,84,84,84,84,84, , , ,1.40,10.00,11.42,1.19,5.54, , , ,1.96,19.27,21.73,1.74,9.39, , , ,43,466,640,57,317, , , ,71.81,14.14,4.37,67.05,9.15, , , ,1.39,2.51,0.85,1.16,0.84, , , ,"16,748","16,748","16,748","16,748","16,748", , , 
74,74,080520,오디텍 *,"7,850/ -40","11,746,609/ 0",0,557,490,452,416,422, , , ,96,43,11,12,13, , , ,101,40,35,21,55, , , ,"1,261","1,220","1,253","1,245","1,307", , , ,104,79,75,70,95, , , ,"1,157","1,141","1,179","1,175","1,212", , , ,"1,157","1,141","1,179","1,175","1,212", , , ,59,59,59,59,59, , , ,8.40,3.20,2.80,1.71,4.31, , , ,9.13,3.45,2.98,1.82,4.61, , , ,859,337,295,182,468, , , ,9.81,25.04,19.97,26.75,11.23, , , ,0.83,0.83,0.56,0.47,0.49, , , ,"11,747","11,747","11,747","11,747","11,747", , , 
75,75,095340,ISC *,"27,300/ -1,500","16,544,516/ 0",0,936,"1,126","1,019",877,"1,218", , , ,108,230,123,20,181, , , ,88,161,122,32,55, , , ,"1,965","2,112","2,168","2,085","2,395", , , ,337,395,387,300,667, , , ,"1,628","1,718","1,781","1,784","1,727", , , ,"1,504","1,605","1,684","1,699","1,727", , , ,65,68,69,71,71, , , ,4.48,7.91,5.68,1.50,2.46, , , ,6.68,11.10,8.13,2.57,3.68, , , ,695,"1,220",945,308,445, , , ,23.07,15.77,9.12,31.70,60.62, , , ,1.50,1.65,0.71,0.79,2.16, , , ,"14,143","14,143","14,143","14,143","14,143", , , 
76,76,085910,네오티스 *,"4,980/ -70","12,781,259/ 0",0,402,435,452,424,380, , , ,25,33,47,34,37, , , ,-16,-72,32,15,4, , , ,849,810,866,869,"1,030", , , ,285,349,421,432,607, , , ,563,461,446,437,422, , , ,556,453,437,427,411, , , ,55,55,55,55,55, , , ,-1.89,-8.74,3.79,1.68,0.39, , , ,-2.77,-14.48,6.83,3.13,0.45, , , ,-147,-663,276,123,17, , , ,N/A,N/A,15.40,30.93,228.22, , , ,0.96,1.11,0.96,0.88,0.94, , , ,"11,014","11,014","11,014","11,014","11,014", , , 
77,77,095500,미래나노텍 *,"4,590/ -105","28,816,529/ 0","85,500","3,145","2,806","2,781","2,930","4,036", , , ,128,55,39,29,320, , , ,-9,103,69,17,210, , , ,"2,984","2,842","3,034","3,160","3,563", , , ,"1,476","1,196","1,403","1,415","1,519", , , ,"1,509","1,646","1,631","1,745","2,044", , , ,"1,357","1,450","1,445","1,540","1,825", , , ,116,116,116,116,128, , , ,-0.31,3.53,2.35,0.54,6.24, , , ,0.76,7.07,4.19,0.56,12.70, , , ,44,426,261,36,833, , , ,157.95,11.51,12.35,109.57,3.78, , , ,1.02,0.67,0.43,0.49,0.37, , , ,"23,290","23,290","23,290","23,290","25,658", , , 
78,78,027580,상보 *,"2,295/ -40","50,052,242/ 0","56,604","1,517","1,278",527,"1,182","1,301", , , ,-108,-38,19,0,67, , , ,-203,-59,-293,-104,32, , , ,"1,644","1,612","1,182","1,046","1,112", , , ,"1,108","1,156",983,751,774, , , ,536,456,199,294,338, , , ,536,456,199,294,338, , , ,136,136,142,233,234, , , ,-11.88,-3.61,-21.01,-9.30,2.99, , , ,-37.51,-11.86,-89.67,-42.03,10.21, , , ,-780,-204,-991,-279,69, , , ,N/A,N/A,N/A,N/A,19.11, , , ,1.71,0.98,2.10,1.56,1.70, , , ,"28,798","28,798","30,061","46,681","46,818", , , 
79,79,086040,바이오톡스텍 *,"10,900/ +450","14,667,123/ 1","30,735",223,256,272,259,264, , , ,22,22,23,-1,5, , , ,12,12,35,-17,24, , , ,480,598,631,602,637, , , ,224,285,274,290,294, , , ,256,312,357,312,343, , , ,245,266,313,302,335, , , ,72,73,73,73,73, , , ,2.48,2.18,5.67,-2.77,3.82, , , ,4.43,5.44,12.53,-5.15,8.20, , , ,72,96,249,-109,179, , , ,78.00,73.03,33.36,N/A,84.90, , , ,3.30,3.81,3.85,3.02,6.60, , , ,"14,420","14,506","14,565","14,588","14,625", , , 
80,80,090740,연이비앤티 *,"2,395/ +5","19,126,082/ 0",8,"3,980","2,720","2,873","3,161","2,672", , , ,75,-131,58,116,15, , , ,-8,-183,11,64,-924, , , ,"1,493","1,258","1,338","2,377","1,360", , , ,755,729,754,"1,350","1,209", , , ,738,529,584,"1,027",151, , , ,738,538,555,826,90, , , ,80,80,80,94,96, , , ,-0.51,-13.33,0.89,3.47,-49.44, , , ,-1.11,-25.05,3.60,9.34,-168.44, , , ,-52,-999,123,399,"-4,082", , , ,N/A,N/A,26.69,16.24,N/A, , , ,0.71,0.59,0.81,1.34,7.32, , , ,"16,000","16,000","16,000","18,899","19,126", , , 
81,81,057540,옴니시스템 *,"2,550/ -80","46,449,355/ 0",0,697,"1,206","1,140",940,983, , , ,26,35,26,-20,-8, , , ,27,65,32,187,-46, , , ,"1,016","1,271","1,252","1,366","1,215", , , ,332,525,475,407,225, , , ,684,746,776,959,990, , , ,664,723,755,946,983, , , ,203,203,203,203,232, , , ,2.75,5.72,2.52,14.29,-3.53, , , ,3.85,9.07,4.31,22.13,-4.76, , , ,62,155,78,463,-99, , , ,42.10,14.97,22.53,4.24,N/A, , , ,1.60,1.30,0.95,0.84,1.10, , , ,"40,679","40,679","40,679","40,679","46,449", , , 
82,82,094940,푸른기술 *,"12,650/ -650","8,361,386/ 0",0,190,215,249,234,237, , , ,2,8,6,4,1, , , ,4,9,13,6,10, , , ,290,317,340,356,384, , , ,70,76,76,70,88, , , ,219,241,264,286,296, , , ,219,241,264,286,296, , , ,28,33,33,33,33, , , ,1.47,2.81,4.00,1.72,2.62, , , ,2.00,3.70,5.20,2.17,3.33, , , ,52,102,157,71,116, , , ,87.14,43.04,101.45,174.61,80.15, , , ,1.40,1.30,4.42,3.28,2.36, , , ,"8,361","8,361","8,361","8,361","8,361", , , 
83,83,095270,웨이브일렉트로 *,"5,100/ -50","14,971,256/ 0",0,447,553,481,373,398, , , ,-31,21,-85,-245,-130, , , ,-30,10,-94,-394,-285, , , ,890,882,929,732,602, , , ,497,439,495,618,490, , , ,393,443,434,114,112, , , ,379,418,404,99,104, , , ,53,53,54,55,74, , , ,-3.99,1.15,-10.41,-47.39,-42.66, , , ,-10.71,1.01,-24.10,-152.52,-273.02, , , ,-330,35,-854,"-3,245","-2,212", , , ,N/A,551.38,N/A,N/A,N/A, , , ,5.03,5.02,5.48,20.79,7.30, , , ,"11,365","11,430","11,585","11,808","14,708", , , 
84,84,093190,빅솔론 *,"6,260/ +80","19,238,905/ 0","1,142,312",876,894,852,848,745, , , ,133,141,126,95,41, , , ,144,206,145,96,56, , , ,"1,373","1,616","1,629","1,641","1,648", , , ,172,231,167,172,169, , , ,"1,202","1,385","1,463","1,469","1,480", , , ,"1,193","1,379","1,457","1,465","1,480", , , ,51,96,96,96,96, , , ,10.83,13.80,8.91,5.85,3.40, , , ,12.34,16.24,10.29,6.57,3.80, , , ,741,"1,085",758,499,291, , , ,9.27,6.11,8.27,11.20,15.86, , , ,1.03,0.87,0.76,0.66,0.53, , , ,"19,239","19,239","19,239","19,239","19,239", , , 
85,85,091340,S&K폴리텍 *,"6,060/ -90","11,703,721/ 0",0,634,"1,786","2,820","3,380","2,550", , , ,36,98,135,257,35, , , ,28,43,84,153,-84, , , ,"1,383","2,219","1,967","2,467","2,473", , , ,801,"1,525","1,240","1,579","1,270", , , ,582,694,727,888,"1,203", , , ,538,687,727,888,912, , , ,44,59,59,59,59, , , ,2.51,2.37,4.03,6.92,-3.39, , , ,5.36,5.92,11.94,19.00,-6.92, , , ,328,374,722,"1,311",-532, , , ,13.92,14.98,5.03,6.46,N/A, , , ,0.74,0.95,0.57,1.09,0.66, , , ,"8,737","11,704","11,704","11,704","11,704", , , 
86,86,072770,율호 *,"3,090/ -110","38,967,004/ 0",0,608,564,552,637,832, , , ,11,-69,7,16,15, , , ,11,-78,-25,-9,11, , , ,538,445,430,640,611, , , ,244,227,179,382,334, , , ,295,218,251,258,278, , , ,293,216,251,229,251, , , ,152,152,180,180,183, , , ,2.90,-15.77,-5.68,-1.66,1.74, , , ,5.35,-30.47,-10.64,-9.34,4.58, , , ,40,-256,-72,-62,30, , , ,36.77,N/A,N/A,N/A,47.15, , , ,1.54,1.82,2.53,2.11,2.08, , , ,"30,310","30,310","35,958","35,958","36,677", , , 
87,87,094480,갤럭시아머니트리 *,"6,660/ -170","39,229,838/ 0",0,539,691,814,856,812, , , ,47,40,75,87,77, , , ,37,31,48,88,45, , , ,"1,433","1,835","2,300","2,404","2,621", , , ,900,"1,191","1,464","1,490","1,701", , , ,533,644,836,914,920, , , ,526,650,842,920,920, , , ,163,174,196,196,196, , , ,2.75,1.88,2.33,3.76,1.79, , , ,7.50,7.36,6.49,10.04,4.24, , , ,112,122,127,225,99, , , ,41.89,45.71,21.72,14.93,36.46, , , ,2.53,2.63,1.15,1.29,1.39, , , ,"33,375","35,556","39,230","39,230","39,230", , , 
88,88,086520,에코프로 *,"101,000/ +3,500","18,701,387/ 0","227,967","1,705","3,290","6,694","7,023","9,468","14,030","22,167","31,600",101,218,623,478,824,"1,355","2,111","3,020",-72,-33,462,374,542,"6,560","1,840","2,550","3,464","4,481","6,675","9,278","12,832","20,900","24,930","30,120","1,727","2,637","4,357","4,809","6,945","8,460","10,710","13,400","1,737","1,844","2,319","4,470","5,887","12,440","14,220","16,720","1,444","1,466","1,809","2,752","3,266","6,130","6,870","7,930",107,110,110,110,110,110,110,120,-2.55,-0.83,8.28,4.68,4.90,38.90,8.03,9.26,-7.16,-4.71,24.03,9.33,7.87,61.09,12.31,15.14,-447,-305,"1,747",945,"1,052","14,364","4,278","5,989",N/A,N/A,12.84,16.15,32.73,7.03,23.61,16.86,1.11,4.11,2.79,1.25,2.34,3.06,2.73,2.37,"21,787","22,528","22,528","22,528","22,528", , , 
89,89,065150,엠피대산 *,893/ -1,"125,282,405/ 0","362,400","1,513","1,452","1,198","1,099",771, , , ,5,-17,-4,-25,-163, , , ,-21,-182,-210,-28,-226, , , ,"1,148",994,656,926,649, , , ,722,601,309,572,275, , , ,426,393,347,354,374, , , ,384,243,181,204,272, , , ,81,81,81,81,124, , , ,-1.86,-17.02,-25.43,-3.54,-28.73, , , ,-9.25,-66.67,-94.99,4.20,-68.72, , , ,-45,-259,-249,10,-187, , , ,N/A,N/A,N/A,261.38,N/A, , , ,5.05,4.68,5.41,5.12,5.80, , , ,"80,808","80,808","80,808","80,808","124,436", , , 
90,90,078340,컴투스 *,"111,700/ -1,800","12,866,420/ 0","146,716","5,130","5,080","4,818","4,693","5,090","6,242","7,843","8,511","1,920","1,946","1,466","1,260","1,141","1,447","2,068","2,318","1,518","1,424","1,297","1,096",764,"1,315","1,703","1,889","7,120","8,383","9,093","10,050","10,491","12,146","13,855","15,552",770,774,648,795,720,"1,168","1,388","1,373","6,350","7,609","8,445","9,254","9,771","10,978","12,468","14,179","6,350","7,609","8,440","9,197","9,733","10,967","12,484","14,159",64,64,64,64,64,62,62,63,23.45,18.37,14.84,11.45,7.44,11.62,13.10,12.85,26.53,20.40,16.15,12.68,8.49,12.72,14.56,14.20,"11,796","11,066","10,075","8,693","6,246","10,234","13,267","14,704",7.39,12.30,12.80,12.37,25.50,10.91,8.42,7.60,1.70,2.24,1.86,1.41,1.95,1.22,1.08,0.96,"12,866","12,866","12,866","12,866","12,866", , , 
91,91,095660,네오위즈 *,"39,850/ +4,350","22,033,719/ 0","384,989","1,910","1,740","2,155","2,545","2,896","2,998","3,282","3,546",235,109,226,326,603,604,716,812,99,-21,335,276,622,616,629,712,"3,174","3,044","3,667","3,980","4,794","5,469","6,170","6,970",464,428,679,691,837,905,986,"1,083","2,711","2,616","2,988","3,289","3,956","4,563","5,184","5,886","2,717","2,626","2,985","3,230","3,875","4,470","5,081","5,770",110,110,110,110,110,110,110,110,2.85,-0.69,9.99,7.22,14.17,12.00,10.81,10.84,3.85,-0.57,11.42,7.78,16.95,14.41,12.86,12.84,471,-70,"1,462","1,104","2,747","2,729","2,788","3,161",24.08,N/A,8.38,15.36,8.17,14.60,14.29,12.61,0.85,0.95,0.85,1.10,1.23,1.90,1.68,1.49,"21,915","21,915","21,915","21,915","22,034", , , 
92,92,092600,앤씨앤 *,"4,815/ -165","22,197,922/ 0","12,610",641,534,588,785,878,"1,304", , ,-13,-109,-165,-116,-119,3, , ,8,-90,-157,-69,-169, , , ,653,604,543,715,988, , , ,94,123,215,303,745, , , ,559,481,328,412,243, , , ,557,476,331,425,269, , , ,67,67,67,105,105, , , ,1.22,-14.26,-27.38,-10.90,-19.87, , , ,2.03,-16.05,-36.68,-15.64,-45.91,0.74, , ,79,-575,"-1,027",-351,-760,9, , ,78.61,N/A,N/A,N/A,N/A,534.41, , ,1.58,1.76,3.13,1.08,3.36, , , ,"14,415","14,415","14,415","20,948","20,948", , , 
93,93,069410,엔텔스 *,"14,000/ -900","10,244,824/ 0","208,033",565,469,623,602,567, , , ,3,-18,17,28,43, , , ,3,-35,23,20,74, , , ,533,555,561,659,605, , , ,110,168,154,237,114, , , ,422,387,407,421,491, , , ,422,387,407,421,491, , , ,34,34,34,34,34, , , ,0.55,-6.49,4.18,3.33,11.65, , , ,0.68,-8.73,5.89,4.91,16.15, , , ,28,-345,228,198,719, , , ,324.38,N/A,30.73,31.75,8.44, , , ,2.17,2.54,1.73,1.48,1.22, , , ,"10,245","10,245","10,245","10,245","10,245", , , 
94,94,093380,풍강 *,"5,030/ +75","9,879,313/ 0","39,850",863,833,790,815,639, , , ,24,31,7,15,2, , , ,19,26,8,12,2, , , ,913,924,927,884,832, , , ,328,317,326,274,223, , , ,585,606,601,610,609, , , ,585,606,600,609,608, , , ,49,49,49,49,49, , , ,2.08,2.88,0.92,1.28,0.18, , , ,3.19,4.46,1.35,1.81,0.26, , , ,188,269,82,111,16, , , ,22.08,13.50,40.50,27.89,173.62, , , ,0.69,0.58,0.54,0.49,0.44, , , ,"9,879","9,879","9,879","9,879","9,879", , , 
95,95,086450,동국제약 *,"25,350/ -150","44,460,000/ 770,420","2,998,775","3,097","3,548","4,008","4,823","5,591","6,124","6,922","7,833",469,501,551,686,847,896,"1,050","1,239",407,409,494,591,579,707,834,970,"3,251","3,733","4,802","5,444","6,632","7,253","8,094","9,046",868,938,"1,486","1,590","2,274","2,291","2,410","2,520","2,383","2,795","3,316","3,854","4,358","4,963","5,684","6,526","2,373","2,639","3,130","3,629","4,114","4,711","5,422","6,252",222,222,226,226,226,226,226,226,13.57,11.70,11.58,11.53,9.59,10.18,10.86,11.31,18.61,15.80,16.27,16.66,14.45,15.59,15.97,16.10,915,891,"1,048","1,245","1,236","1,521","1,789","2,078",12.56,14.25,11.06,14.33,23.66,16.67,14.17,12.20,2.12,2.11,1.66,2.20,3.19,2.42,2.10,1.82,"44,460","44,460","44,460","44,460","44,460", , , 
96,96,064820,케이프 *,"4,600/ -110","30,901,728/ 0","2,197,004","1,221","2,306","2,546","3,515","4,202", , , ,61,176,144,166,254, , , ,78,31,42,82,119, , , ,"14,698","13,233","22,192","19,497","20,807", , , ,"13,079","11,516","20,365","17,572","18,674", , , ,"1,619","1,717","1,827","1,925","2,133", , , ,"1,254","1,334","1,435","1,528","1,736", , , ,93,114,128,132,153, , , ,0.96,0.22,0.24,0.40,0.59, , , ,6.48,0.57,1.73,4.49,5.60, , , ,374,32,94,252,299, , , ,8.41,88.49,19.69,8.60,17.29, , , ,0.46,0.49,0.33,0.37,0.91, , , ,"18,519","22,898","25,529","26,336","30,543", , , 
97,97,091580,상신이디피 *,"19,250/ -250","13,341,861/ 0","6,910",768,998,"1,501","1,303","1,517", , , ,-4,61,157,91,195, , , ,-10,24,84,48,86, , , ,"1,009","1,033","1,427","1,481","1,614", , , ,642,652,853,860,890, , , ,367,382,574,621,724, , , ,367,382,574,621,724, , , ,56,56,63,63,65, , , ,-1.02,2.39,6.83,3.31,5.58, , , ,-2.71,6.52,17.57,8.06,12.84, , , ,-87,206,686,380,660, , , ,N/A,36.93,18.30,21.69,21.22, , , ,1.24,2.36,2.77,1.68,2.47, , , ,"11,822","11,822","12,665","12,665","13,095", , , 
98,98,092460,한라IMS *,"7,800/ -120","11,744,978/ 0",0,425,354,329,484,543, , , ,24,-6,-3,12,21, , , ,35,19,25,44,33, , , ,913,992,"1,052","1,128","1,298", , , ,219,257,287,319,486, , , ,694,735,765,809,812, , , ,694,735,765,809,812, , , ,50,53,57,59,59, , , ,3.80,2.01,2.43,4.00,2.71, , , ,5.16,2.68,3.32,5.54,4.06, , , ,351,182,219,375,280, , , ,26.85,35.92,31.95,20.21,22.79, , , ,1.34,0.92,1.00,1.05,0.86, , , ,"10,098","10,647","11,460","11,745","11,745", , , 
99,99,073540,에프알텍 *,"4,385/ -30","11,400,000/ 0",0,219,232,246,262,244, , , ,-51,-58,-29,-12,-13, , , ,-41,-27,-16,-17,-39, , , ,529,608,562,601,580, , , ,156,264,233,288,304, , , ,373,345,330,313,275, , , ,373,345,330,313,275, , , ,57,57,57,57,57, , , ,-7.17,-4.80,-2.73,-2.92,-6.62, , , ,-10.49,-7.60,-4.74,-5.28,-13.29, , , ,-362,-239,-140,-149,-343, , , ,N/A,N/A,N/A,N/A,N/A, , , ,0.91,1.02,1.07,1.99,2.63, , , ,"11,400","11,400","11,400","11,400","11,400", , , 
