,idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
100,100,091120,이엠텍 *,"23,150/ -300","15,887,936/ 0","673,700","2,284","1,944","2,860","2,682","2,829","4,223","5,002","5,672",166,136,212,-56,21,456,582,706,123,59,237,-4,6,452,496,572,"1,934","2,026","2,886","2,393","2,832","3,406","3,907","4,579",692,554,970,570,945,"1,076","1,088","1,262","1,242","1,472","1,916","1,823","1,887","2,330","2,814","3,317","1,213","1,438","1,882","1,796","1,863","2,409","3,014","4,027",70,73,76,80,80,80,80,80,6.58,3.00,9.64,-0.17,0.24,14.49,13.55,13.48,9.81,3.98,14.27,0.21,0.51,20.97,18.63,15.77,816,372,"1,564",24,58,"2,812","3,179","3,493",12.56,47.36,10.93,353.50,210.54,8.23,7.28,6.63,1.14,1.78,1.38,0.74,1.01,1.47,1.18,0.89,"14,035","14,567","15,199","16,061","16,061", , , 
101,101,094850,참좋은여행 *,"14,600/ +50","14,000,000/ 0","12,000",431,565,650,621,126, , , ,93,149,129,71,-120, , , ,69,124,102,229,-21, , , ,"1,458","1,446","1,535","1,456",993, , , ,825,710,703,489,49, , , ,632,735,832,967,944, , , ,632,735,832,967,944, , , ,70,70,70,70,70, , , ,5.35,8.54,6.87,15.30,-1.72, , , ,11.35,18.13,13.06,25.44,-2.20, , , ,493,885,731,"1,635",-150, , , ,16.97,12.37,10.78,4.10,N/A, , , ,1.80,2.03,1.30,0.91,1.33, , , ,"14,000","14,000","14,000","14,000","14,000", , , 
102,102,094860,네오리진 *,"2,020/ +45","53,678,041/ 0","25,000",107,93,91,113,95, , , ,8,2,-8,3,-17, , , ,7,2,-38,-27,-18, , , ,156,177,147,141,114, , , ,38,31,29,32,18, , , ,118,145,118,108,96, , , ,118,145,118,108,96, , , ,45,48,48,51,51, , , ,4.35,1.00,-23.36,-18.96,-14.12, , , ,5.92,1.26,-28.72,-24.12,-17.65, , , ,15,4,-79,-56,-36, , , ,54.14,180.53,N/A,N/A,N/A, , , ,3.07,2.06,1.81,6.19,13.68, , , ,"44,594","47,653","47,653","50,643","50,643", , , 
103,103,078020,이베스트투자증권 *,"8,890/ -20","55,481,190/ 17,312,685","1,445,406","1,214","1,429","1,466","1,893","3,409", , , ,322,511,473,705,"1,535", , , ,244,388,340,515,"1,260", , , ,"26,693","31,234","31,759","45,480","77,744", , , ,"22,968","27,337","27,721","40,340","70,338", , , ,"3,724","3,897","4,037","5,140","7,407", , , ,"3,724","3,897","4,037","5,140","7,407", , , ,"2,024","2,024","2,024","2,774","3,351", , , ,0.92,1.34,1.08,1.33,2.05, , , ,6.56,10.19,8.58,11.23,20.09, , , ,602,960,841,"1,020","1,921", , , ,17.70,11.26,10.53,5.49,3.53, , , ,1.04,1.01,0.80,0.55,0.58, , , ,"40,481","40,481","40,481","55,481","55,481", , , 
104,104,093520,매커스 *,"6,550/ -150","16,163,092/ 0","1,614,574",677,874,896,575,869, , , ,35,110,129,59,95, , , ,16,91,93,48,81, , , ,803,849,871,"1,011",955, , , ,393,379,353,487,393, , , ,411,470,518,524,562, , , ,414,474,522,528,565, , , ,81,81,81,81,81, , , ,1.97,10.98,10.82,5.10,8.23, , , ,4.08,20.63,18.70,9.11,14.57, , , ,104,566,576,296,493, , , ,31.48,7.30,7.13,12.70,10.17, , , ,1.19,1.28,1.12,0.97,1.18, , , ,"16,163","16,163","16,163","16,163","16,163", , , 
105,105,048260,오스템임플란트 *,"145,300/ +2,300","14,285,717/ 0","2,816","3,446","3,978","4,601","5,650","6,316","8,171","9,623","11,555",342,217,310,429,981,"1,408","1,724","2,172",203,57,63,-220,"1,035",972,"1,235","1,667","4,753","5,557","6,379","7,974","9,587","10,897","12,379","14,748","3,635","4,353","5,239","7,150","7,702","8,112","8,427","9,131","1,117","1,204","1,140",823,"1,885","2,785","3,952","5,617","1,044","1,130","1,086",800,"1,917","2,821","4,002","5,798",71,71,71,71,71,70,70,70,4.68,1.10,1.05,-3.06,11.79,9.49,10.61,12.29,22.05,9.30,11.45,-17.24,78.80,43.13,36.51,35.15,"1,645",708,888,"-1,138","7,493","7,151","8,718","12,058",36.90,83.53,60.22,N/A,6.81,20.32,16.67,12.05,6.68,6.10,5.50,5.02,3.14,6.44,4.71,3.35,"14,286","14,286","14,286","14,286","14,286", , , 
106,106,091970,나노캠텍 *,"2,130/ -35","28,080,425/ 0","1,277,832",531,568,472,475,433, , , ,-34,-43,55,83,9, , , ,-46,-81,11,-163,-35, , , ,849,742,"1,086",725,720, , , ,214,190,426,133,133, , , ,635,552,659,592,587, , , ,633,551,652,589,583, , , ,100,100,106,129,140, , , ,-5.97,-10.22,1.23,-17.96,-4.85, , , ,-8.08,-13.76,1.79,-26.27,-6.10, , , ,-346,-407,52,-634,-133, , , ,N/A,N/A,108.47,N/A,N/A, , , ,1.64,1.63,1.81,0.85,0.82, , , ,"19,998","19,998","21,202","25,705","28,080", , , 
107,107,092730,네오팜 *,"31,900/ +0","8,207,361/ 0","386,733",424,536,663,832,816,903,"1,004","1,091",96,140,192,230,219,246,278,301,77,116,154,192,181,191,217,233,465,567,729,"1,227","1,330","1,478","1,627","1,789",79,91,136,170,153,155,166,172,386,476,593,"1,057","1,177","1,323","1,461","1,616",386,476,593,"1,057","1,177","1,323","1,461","1,616",37,37,37,41,41,41,41,41,17.82,22.40,23.71,19.67,14.18,13.60,13.98,13.64,21.75,26.83,28.76,23.33,16.23,15.43,15.76,15.25,"1,038","1,549","2,060","2,438","2,209","2,350","2,674","2,858",25.15,30.43,21.85,19.83,12.92,13.58,11.93,11.16,4.72,7.00,5.42,3.66,1.95,1.94,1.76,1.59,"7,461","7,461","7,461","8,207","8,207", , , 
108,108,090460,비에이치 *,"20,100/ -850","33,692,688/ 0","60,000","3,720","6,913","7,679","6,549","7,214","8,967","10,278","11,360",-258,757,910,626,340,512,908,"1,023",-245,464,839,566,259,468,773,860,"3,106","5,198","4,698","4,779","5,611","6,259","7,075","7,949","2,046","3,670","2,818","1,985","2,441","2,760","2,906","3,024","1,060","1,528","1,879","2,795","3,170","3,499","4,169","4,925","1,060","1,528","1,879","2,795","3,170","3,499","4,169","4,925",78,156,157,163,167,169,169,169,-7.63,11.17,16.96,11.94,4.99,7.88,11.59,11.45,-22.94,35.84,49.27,24.22,8.69,14.02,20.16,18.92,-783,"1,483","2,677","1,732",774,"1,389","2,295","2,554",N/A,18.41,6.28,12.67,28.36,14.47,8.76,7.87,2.47,5.59,2.22,2.18,2.00,1.69,1.45,1.25,"31,270","31,270","31,380","32,680","33,473", , , 
109,109,039200,오스코텍 *,"34,500/ +2,350","30,206,525/ 125,000","27,459",36,39,187,44,435,50,66, ,-67,-58,62,-199,16,-266,-230, ,-93,-64,43,-250,-20,-271,-299, ,286,405,703,724,764,488,469, ,121,149,186,180,191,198,490, ,166,257,517,544,572,290,-21, ,143,212,463,513,531,-59,-706, ,128,136,143,150,152,152,152, ,-23.86,-18.45,7.72,-35.00,-2.75,-43.29,-62.49, ,-41.39,-32.96,10.28,-45.98,-8.35,-245.17,166.27, ,-330,-216,123,-771,-144,"-1,906","-2,097", ,N/A,N/A,183.89,N/A,N/A,N/A,N/A, ,12.82,21.10,13.94,14.11,37.48,N/A,N/A, ,"25,639","27,251","28,102","29,200","29,477", , , 
110,110,089010,켐트로닉스 *,"24,450/ -950","14,858,157/ 0","32,001","2,461","2,928","3,374","4,035","5,300","5,796", , ,6,-103,94,263,221,390, , ,-59,-161,11,166,180, , , ,"2,264","2,207","2,316","2,941","3,686", , , ,"1,490","1,455","1,528","1,947","2,504", , , ,774,751,787,994,"1,182", , , ,771,747,782,964,"1,132", , , ,51,68,69,73,74, , , ,-2.56,-7.22,0.51,6.31,5.43, , , ,-7.67,-21.41,1.40,18.50,16.24,24.64, , ,-559,"-1,306",78,"1,109","1,146","1,878", , ,N/A,N/A,79.01,16.28,24.13,13.02, , ,1.07,0.95,1.00,2.56,3.43, , , ,"10,683","12,426","12,624","14,572","14,858", , , 
111,111,090470,제이스텍 *,"7,860/ +70","14,597,808/ 0",500,"1,508","5,708","1,262","1,269","1,144", , , ,170,"1,006",63,4,-103, , , ,119,741,80,11,-146, , , ,"1,473","1,819","1,433","1,528","1,467", , , ,910,529,134,232,321, , , ,564,"1,291","1,300","1,296","1,146", , , ,564,"1,291","1,298","1,300","1,151", , , ,73,73,73,73,73, , , ,10.67,45.04,4.93,0.71,-9.73, , , ,23.34,79.98,6.22,1.21,-11.60, , , ,812,"5,079",552,107,-974, , , ,26.35,3.52,9.59,129.11,N/A, , , ,5.49,2.02,0.59,1.55,0.98, , , ,"14,598","14,598","14,598","14,598","14,598", , , 
112,112,088130,동아엘텍 *,"12,150/ -400","10,662,938/ 0","300,223","2,162","2,505","2,535","2,029","1,620","2,100","2,461","2,783",336,275,250,198,138,131,240,291,317,150,196,153,106,105,183,223,"2,016","2,469","2,713","2,676","2,620", , , ,766,530,755,586,509, , , ,"1,250","1,939","1,957","2,090","2,111", , , ,"1,117","1,485","1,554","1,648","1,699", , , ,56,56,56,56,56, , , ,19.33,6.71,7.55,5.67,3.99,4.01, , ,24.54,8.88,11.19,7.40,5.66,5.59, , ,"2,206","1,036","1,542","1,086",888,891, , ,11.24,12.54,5.44,7.47,9.18,13.64, , ,2.43,0.96,0.58,0.53,0.50, , , ,"11,150","11,150","10,913","10,663","10,663", , , 
113,113,084110,휴온스글로벌 *,"70,100/ +600","12,030,289/ 0",40,"1,637","3,240","3,787","4,494","5,230", , , ,289,622,680,729,892, , , ,"5,262",498,608,573,910, , , ,"5,571","6,101","6,729","7,422","9,490", , , ,"1,032","1,191","1,342","1,604","2,936", , , ,"4,539","4,910","5,386","5,818","6,554", , , ,"3,198","3,411","3,622","3,785","4,128", , , ,49,50,52,55,57, , , ,120.80,8.54,9.47,8.11,10.77, , , ,210.60,7.80,8.22,7.20,10.79, , , ,"45,652","2,142","2,403","2,216","3,549", , , ,0.62,22.50,16.70,15.12,8.24, , , ,1.05,1.67,1.31,1.05,0.84, , , ,"12,030","12,030","12,030","12,030","12,030", , , 
114,114,089150,케이씨티 *,"7,900/ -190","17,150,000/ 0",0,262,279,308,201,205, , , ,23,28,20,13,9, , , ,16,20,12,9,6, , , ,634,628,643,584,555, , , ,243,224,251,215,194, , , ,391,404,391,369,361, , , ,391,404,391,369,361, , , ,86,86,86,86,86, , , ,2.41,3.22,1.95,1.40,1.00, , , ,4.00,5.12,3.11,2.26,1.56, , , ,90,119,72,50,33, , , ,46.18,23.83,27.30,47.68,158.87, , , ,1.83,1.20,0.86,1.11,2.51, , , ,"17,150","17,150","17,150","17,150","17,150", , , 
115,115,091700,파트론 *,"10,400/ -100","54,156,410/ 0",0,"7,914","7,903","7,965","12,546","11,793","13,183","14,438","15,216",382,98,302,"1,052",419,631,808,922,283,30,112,642,206,525,618,709,"5,062","5,046","4,637","5,208","6,052","6,975","7,450","7,956","1,211","1,523","1,188","1,187","2,076","2,656","2,689","2,674","3,851","3,523","3,449","4,021","3,977","4,319","4,761","5,282","3,385","3,042","2,981","3,537","3,513","3,865","4,301","4,817",271,271,271,271,271,270,270,270,5.57,0.60,2.31,13.03,3.65,8.06,8.57,9.21,6.56,0.26,3.09,18.71,6.20,13.71,14.70,15.17,402,15,172,"1,126",404,934,"1,109","1,277",25.73,618.26,47.68,11.72,27.74,11.14,9.38,8.14,1.59,1.60,1.37,1.89,1.59,1.35,1.23,1.10,"54,156","54,156","54,156","54,156","54,156", , , 
116,116,086390,유니테스트 *,"25,050/ -650","21,134,126/ 0","732,571","1,168","1,686","2,823","1,983","1,235","1,231","2,684","3,076",116,326,715,300,27,76,466,793,82,240,525,254,12,73,403,681,"1,050","1,498","1,899","1,957","1,990","1,950","2,584","3,256",331,574,488,349,427,396,728,820,719,924,"1,411","1,608","1,563","1,554","1,856","2,436",720,927,"1,403","1,594","1,543","1,534","1,836","2,416",106,106,106,106,106,106,106,106,7.99,18.87,30.91,13.18,0.62,3.71,17.78,23.32,12.22,29.34,44.95,17.03,1.06,4.74,23.92,32.03,412,"1,143","2,478","1,208",78,345,"1,907","3,222",29.40,11.19,4.24,11.88,346.56,72.52,13.14,7.77,3.37,2.80,1.54,1.86,3.63,3.36,2.82,2.15,"21,134","21,134","21,134","21,134","21,134", , , 
117,117,090710,휴림로봇 *,"1,020/ -5","125,349,907/ 0","41,541",451,715,307,176,207, , , ,16,44,-81,-52,-89, , , ,11,17,-190,-95,390, , , ,426,744,456,427,"1,357", , , ,292,498,201,143,622, , , ,135,246,254,285,736, , , ,135,246,254,284,737, , , ,49,111,140,164,187, , , ,3.17,2.98,-31.72,-21.56,43.73, , , ,9.20,9.16,-76.03,-34.70,76.89, , , ,22,33,-274,-117,473, , , ,81.65,75.12,N/A,N/A,3.67, , , ,6.69,5.52,2.77,3.14,2.20, , , ,"49,409","55,468","69,878","81,986","93,385", , , 
118,118,060540,에스에이티 *,"3,710/ -25","26,133,306/ 0",0,847,973,"1,339","1,402","1,252", , , ,52,80,73,100,62, , , ,41,69,68,95,40, , , ,934,"1,239","1,231","1,353","1,268", , , ,269,488,416,464,374, , , ,665,751,815,888,894, , , ,643,704,768,844,863, , , ,125,125,131,131,131, , , ,4.54,6.35,5.50,7.38,3.02, , , ,6.70,9.89,8.53,11.50,4.49, , , ,162,267,245,355,147, , , ,13.92,7.16,7.17,6.27,17.39, , , ,0.87,0.68,0.60,0.69,0.77, , , ,"24,999","24,999","26,133","26,133","26,133", , , 
119,119,066310,큐에스아이 *,"17,100/ +150","8,491,100/ 700,635","1,270",220,226,188,227,230, , , ,9,11,-11,4,4, , , ,14,8,-4,11,1, , , ,555,550,546,585,745, , , ,28,25,31,40,199, , , ,528,526,515,545,546, , , ,528,526,515,545,546, , , ,41,41,41,41,41, , , ,2.55,1.36,-0.64,1.95,0.20, , , ,2.70,1.43,-0.68,2.08,0.25, , , ,171,91,-43,133,16, , , ,51.82,69.07,N/A,101.21,"1,066.74", , , ,1.39,0.97,0.71,2.05,2.79, , , ,"8,278","8,278","8,278","8,278","8,278", , , 
120,120,067280,멀티캠퍼스 *,"39,300/ -750","5,926,779/ 0",390,"1,865","2,012","2,400","2,880","2,600","2,850", , ,178,151,218,242,137,225, , ,129,124,176,189,99, , , ,"1,084","1,169","1,437","2,041","1,933", , , ,303,309,463,918,731, , , ,780,861,974,"1,122","1,202", , , ,761,841,952,"1,097","1,178", , , ,30,30,30,30,30, , , ,12.95,11.04,13.47,10.87,5.01, , , ,18.39,15.29,19.36,18.19,8.76,14.69, , ,"2,162","2,066","2,928","3,143","1,681","2,919", , ,14.78,15.95,15.06,11.03,20.41,13.46, , ,2.42,2.26,2.68,1.84,1.73, , , ,"5,927","5,927","5,927","5,927","5,927", , , 
121,121,086250,이노와이즈 *,"1,405/ +0","30,810,174/ 11,000,020","3,539,823",292,335, , ,56, , , ,2,-5, , ,-73, , , ,-139,-31, , ,-80, , , ,842,783, , ,482, , , ,490,463, , ,270, , , ,352,320, , ,212, , , ,285,272, , ,217, , , ,49,49, , ,154, , , ,-15.45,-3.84, , , , , , ,-24.14,-4.54, , , , , , ,-807,-130, , ,-271, , , ,N/A,N/A, , ,N/A, , , ,0.97,0.51, , ,1.99, , , ,"9,700","9,700", , ,"30,810", , , 
122,122,089890,코세스 *,"14,650/ +100","16,584,962/ 0",0,279,409,655,656,638, , , ,-33,50,109,77,95, , , ,-12,106,92,62,63, , , ,273,330,583,540,725, , , ,231,186,372,269,438, , , ,43,144,210,271,287, , , ,43,144,210,271,287, , , ,42,42,84,84,84, , , ,-3.86,34.95,20.06,11.12,10.03, , , ,-28.80,112.67,51.64,25.95,22.76, , , ,-76,626,544,371,379, , , ,N/A,4.07,9.49,23.56,23.24, , , ,7.95,2.98,3.67,4.90,4.16, , , ,"16,852","16,852","16,852","16,852","16,585", , , 
123,123,080470,성창오토텍 *,"9,730/ -200","7,300,000/ 0",0,"1,527","1,430","1,307","1,328","1,255", , , ,26,10,2,-4,8, , , ,15,-13,-31,-1,-2, , , ,"1,177","1,060","1,093","1,109","1,220", , , ,691,597,667,683,804, , , ,485,463,426,426,416, , , ,434,413,382,379,382, , , ,37,37,37,37,37, , , ,1.31,-1.15,-2.84,-0.13,-0.18, , , ,3.08,-4.20,-5.70,-0.58,2.18, , , ,180,-244,-310,-30,114, , , ,24.33,N/A,N/A,N/A,75.11, , , ,0.74,1.48,1.60,1.56,1.63, , , ,"7,300","7,300","7,300","7,300","7,300", , , 
124,124,089140,넥스턴바이오 *,"8,240/ +440","33,220,864/ 0","1,159,348",744,437,266,324,97, , , ,193,101,41,30,-30, , , ,172,68,55,58,-24, , , ,985,948,"1,135","1,052",994, , , ,86,30,180,50,26, , , ,899,918,955,"1,002",968, , , ,899,918,955,"1,002",968, , , ,59,59,59,59,59, , , ,26.07,7.01,5.33,5.27,-2.38, , , ,28.64,7.46,5.93,5.89,-2.47, , , ,633,204,167,173,-73, , , ,14.82,23.54,23.73,21.43,N/A, , , ,3.32,1.62,1.28,1.15,1.36, , , ,"33,221","33,221","33,221","33,221","33,221", , , 
125,125,089790,제이티 *,"9,100/ -100","10,315,513/ 0",0,223,322,336,424,446,578,663,740,-86,6,38,62,53,86,95,100,-98,-2,24,38,52,70,70,80,416,424,420,570,545,830,960,"1,080",268,272,199,303,225,440,500,540,148,152,222,267,320,390,460,540,148,152,222,267,320,390,460,540,37,39,50,52,52,50,50,50,-21.26,-0.43,5.80,7.65,9.33,10.18,7.82,7.84,-52.47,-1.20,13.11,15.51,17.73,19.72,16.47,16.00,"-1,314",-23,244,367,505,679,679,776,N/A,N/A,10.43,14.71,25.67,13.41,13.41,11.73,1.54,1.09,1.02,1.89,3.84,2.25,1.92,1.65,"7,472","7,727","10,017","10,316","10,316", , , 
126,126,090150,광진윈텍 *,"7,520/ -270","17,358,393/ 0","623,465","1,058",972,938,954,852, , , ,15,-35,-26,37,32, , , ,21,-30,-25,23,20, , , ,974,972,"1,004",967,961, , , ,541,576,633,525,509, , , ,433,396,370,442,452, , , ,433,396,347,417,423, , , ,48,48,48,48,48, , , ,2.12,-3.07,-2.55,2.30,2.11, , , ,4.88,-7.21,-6.78,5.30,4.13, , , ,170,-244,-206,166,142, , , ,24.47,N/A,N/A,15.92,23.35, , , ,1.13,0.58,0.60,0.75,0.92, , , ,"12,224","12,224","12,224","12,224","12,224", , , 
127,127,088390,이녹스 *,"26,350/ -1,100","9,350,844/ 0","1,444",525,461,578,415,544,756,940,"1,177",-102,-154,35,-51,106,168,240,325,32,"1,677",-316,-189,124, , , ,"3,128","2,617","2,128","2,010","2,087", , , ,"1,409",770,612,699,651, , , ,"1,719","1,847","1,515","1,311","1,437", , , ,"1,418","1,636","1,325","1,199","1,287", , , ,62,47,47,47,47, , , ,1.05,58.38,-13.32,-9.16,6.04, , , ,5.00,115.54,-19.97,-9.23,7.54,8.78, , ,565,"21,163","-3,162","-1,246","1,003","1,208","1,551","2,171",24.44,0.64,N/A,N/A,11.82,21.80,16.99,12.14,1.07,0.76,0.54,0.46,0.81, , , ,"12,318","9,351","9,351","9,351","9,351", , , 
128,128,089230,THE E&M *,948/ -11,"173,450,191/ 0","11,960",153,136,278,448,608, , , ,23,27,54,79,0, , , ,38,-184,183,-40,-236, , , ,683,622,686,977,"1,213", , , ,139,263,432,321,378, , , ,544,359,255,656,835, , , ,544,359,255,656,831, , , ,92,92,92,114,160, , , ,5.57,-28.21,27.93,-4.83,-21.56, , , ,7.16,-40.76,59.54,-8.82,-30.03, , , ,41,-200,199,-37,-139, , , ,32.78,N/A,4.23,N/A,N/A, , , ,2.26,2.16,3.03,1.59,2.32, , , ,"91,861","91,861","91,861","114,135","160,412", , , 
129,129,043150,바텍 *,"42,900/ +4,750","14,854,256/ 0",0,"1,786","2,188","2,344","2,717","2,443","3,115","3,513","3,982",299,391,394,429,316,535,626,723,333,837,292,356,-218,492,533,635,"3,902","3,215","3,496","3,870","3,539","4,098","4,709","5,471","1,331","1,229","1,259","1,332","1,250","1,336","1,432","1,580","2,570","1,986","2,237","2,538","2,289","2,762","3,277","3,891","1,468","1,960","2,191","2,485","2,225","2,677","3,181","3,777",74,74,74,74,74,73,73,73,10.09,23.52,8.69,9.66,-5.88,12.89,12.10,12.47,19.95,46.14,13.13,14.49,-10.28,18.63,17.30,17.35,"1,667","5,324","1,835","2,281","-1,630","3,074","3,411","4,064",21.68,6.40,11.77,12.80,N/A,13.95,12.58,10.56,3.66,2.58,1.46,1.75,1.50,2.38,2.00,1.69,"14,854","14,854","14,854","14,854","14,854", , , 
130,130,086960,한컴MDS *,"22,500/ -850","8,848,608/ 0","42,085","1,503","1,489","1,382","1,549","1,466","1,633","1,746","1,869",136,112,91,44,40,87,110,129,110,92,50,60,25,66,97,109,"1,467","1,432","1,645","1,545","1,767","1,842","1,946","2,056",478,382,443,383,565,576,583,596,989,"1,050","1,201","1,161","1,203","1,266","1,363","1,460",950,995,"1,079","1,123","1,159","1,229","1,321","1,428",48,48,48,48,48,49,49,49,7.97,6.31,3.24,3.79,1.50,3.66,5.12,5.45,10.47,8.97,5.82,7.38,3.69,6.24,7.57,8.26,"1,133",989,683,920,477,843,"1,091","1,283",18.13,20.38,21.36,12.17,30.39,26.69,20.63,17.54,1.74,1.60,1.08,0.80,1.01,1.48,1.39,1.29,"8,826","8,826","8,829","8,829","8,829", , , 
131,131,038060,루멘스 *,"1,525/ -20","48,103,069/ 0","31,000","4,028","3,616","3,258","3,236","3,316", , , ,52,-92,-204,-392,-137, , , ,-62,12,-315,-611,-283, , , ,"3,499","3,455","3,329","2,785","2,386", , , ,"1,360","1,234","1,414","1,479","1,412", , , ,"2,139","2,221","1,914","1,306",975, , , ,"2,169","2,100","1,791","1,173",951, , , ,236,236,236,236,239, , , ,-1.81,0.34,-9.28,-19.99,-10.95, , , ,-2.43,1.47,-16.34,-41.78,-16.41, , , ,-113,66,-672,"-1,310",-365, , , ,N/A,63.47,N/A,N/A,N/A, , , ,0.80,0.91,0.73,1.18,1.47, , , ,"47,277","47,277","47,277","47,277","47,719", , , 
132,132,083660,CSA 코스믹 *,"1,565/ +45","37,934,114/ 0","4,600",345,315,635,643,583, , , ,-44,-95,0,-57,-8, , , ,-51,-96,-5,-76,-145, , , ,419,308,375,332,349, , , ,104,71,138,167,233, , , ,315,237,236,165,116, , , ,315,237,236,165,116, , , ,96,99,99,99,185, , , ,-11.79,-26.37,-1.36,-21.61,-42.66, , , ,-18.56,-34.72,-1.97,-38.05,-103.35, , , ,-266,-485,-24,-387,-443, , , ,N/A,N/A,N/A,N/A,N/A, , , ,2.33,3.10,3.35,4.89,5.97, , , ,"19,205","19,748","19,748","19,748","37,072", , , 
133,133,062860,티엘아이 *,"7,310/ -90","9,872,720/ 0",0,774,672,485,420,367, , , ,-10,-40,-190,3,-79, , , ,-5,-36,-207,30,-73, , , ,"1,196","1,036",781,818,732, , , ,114,102,93,50,74, , , ,"1,082",934,688,768,658, , , ,"1,051",902,656,732,633, , , ,49,49,49,49,49, , , ,-0.31,-3.22,-22.75,3.81,-9.48, , , ,-0.99,-3.84,-26.55,4.80,-8.89, , , ,-106,-380,"-2,094",337,-615, , , ,N/A,N/A,N/A,14.81,N/A, , , ,0.64,0.53,0.55,0.58,1.06, , , ,"9,873","9,873","9,873","9,873","9,873", , , 
134,134,063570,한국전자금융 *,"7,040/ -120","34,147,728/ 0","3,817,360","2,155","2,410","2,944","2,789","2,722", , , ,155,211,249,156,118, , , ,132,164,123,10,20, , , ,"2,218","3,813","4,109","4,539","4,779", , , ,"1,053","2,242","2,459","2,936","3,204", , , ,"1,165","1,571","1,650","1,604","1,576", , , ,"1,081","1,210","1,575","1,546","1,549", , , ,130,130,173,171,171, , , ,6.47,5.45,3.10,0.22,0.43, , , ,12.96,13.54,15.11,1.72,2.23, , , ,511,596,621,78,101, , , ,12.02,20.81,14.48,99.82,56.50, , , ,1.48,2.67,1.57,1.40,1.02, , , ,"26,015","26,015","34,646","34,148","34,148", , , 
135,135,086980,쇼박스 *,"4,115/ -110","62,600,000/ 0",0,"1,259","1,027",685,787,468, , , ,153,104,52,19,-20, , , ,134,158,44,33,-26, , , ,"1,972","2,033","1,797","1,653","1,505", , , ,710,643,390,246,159, , , ,"1,262","1,389","1,407","1,407","1,345", , , ,"1,262","1,389","1,407","1,407","1,345", , , ,313,313,313,313,313, , , ,6.48,7.91,2.27,1.89,-1.67, , , ,11.04,11.95,3.11,2.32,-1.91, , , ,214,253,70,52,-42, , , ,26.36,21.33,43.29,74.52,N/A, , , ,2.79,2.43,1.34,1.72,1.57, , , ,"62,600","62,600","62,600","62,600","62,600", , , 
136,136,068050,팬엔터테인먼트 *,"5,930/ -220","27,247,982/ 0",0,353,423,132,402,247, , , ,20,-7,-7,11,25, , , ,6,-17,-10,11,18, , , ,700,802,662,775,"1,031", , , ,298,329,197,297,351, , , ,402,473,465,478,680, , , ,402,473,465,478,680, , , ,51,69,69,69,136, , , ,0.89,-2.25,-1.42,1.58,1.99, , , ,1.70,-3.86,-2.21,2.40,3.11, , , ,34,-83,-38,42,66, , , ,71.58,N/A,N/A,63.23,99.86, , , ,1.20,1.21,1.10,1.50,2.60, , , ,"20,086","27,248","27,248","27,248","27,248", , , 
137,137,085370,루트로닉 *,"21,650/ +3,650","26,030,290/ 441,643",0,845,858,921,"1,153","1,156","1,554","1,910","2,315",67,-28,-51,-26,62,251,355,463,53,-70,-72,-204,-154,207,285,370,"1,917","1,967","2,240","2,056","1,756","2,034","2,359","2,785",563,636,857,903,786,854,898,949,"1,354","1,331","1,383","1,153",971,"1,179","1,463","1,836","1,372","1,343","1,398","1,146",975,"1,186","1,491","1,884",65,129,131,132,132,131,131,131,3.30,-3.61,-3.40,-9.48,-8.06,10.95,12.97,14.40,5.26,-5.37,-4.98,-16.17,-14.56,19.19,21.17,21.94,250,-247,-261,-783,-586,784,"1,071","1,398",70.85,N/A,N/A,N/A,N/A,27.61,20.22,15.48,3.70,2.16,1.48,2.02,2.44,4.58,3.68,2.94,"21,451","23,147","25,214","25,588","25,754", , , 
